"SCORE","GUESS","TRUTH","TEXT"
"0.4505007354069556","n","o","#Disney: MY LIFE ME, #Playhouse: PICCOLO GRANDE TIMMY, #Rai4: MONGA, #RaiMovie: Rai News"
"0.4276291517303308","n","o","our @danielle_bunday's pumpkin creation #theLionKing #priderock #simba #disney http://t.co/yzbCKt1xOo"
"0.4240286098679629","n","o","Test print made of #rapunzel and #flynnrider #disney http://t.co/ABZgHOxkcC"
"0.42229654132288336","n","o","So proud of my pumpkin this year! #Halloween #Pumpkin #Tinkerbell #Disney http://t.co/3nfdGeUDSy"
"0.40217468421970737","n","o","Picked this up for $5! #disney #flightofthenavigator #peeweeherman http://t.co/gL781c7wn7"
"0.400992822031197","n","o","O império Walt Disney World e as pequenas e médias empresas. #Empreendedorismo #estrategia #inovacao https://t.co/9rIeLvoNjK"
"0.39925241674711026","n","o","Photo : Tous les enfants grandissent. Sauf un. -Peter Pan ! #Disney #Gothique #boyfly. http://t.co/az0p6YNwLv"
"0.3966369173275363","n","p","I can open your eyes, take you wonder by wonder - A whole new world #aladdin #disney #fuckreality"
"0.3956999576809252","n","o","Went on http://t.co/jE4ihDeaKG without a parents pemission. #yoloswag420jesus #thuglife"
"0.38714137858477254","n","p","#ribs lovin my glow in d dark shirt #Disney shirt #halloween http://t.co/fLBdPoGCOK"
"0.3856589940456734","n","p","#ad Sometimes things don't happen as planned but those curve balls can still make your dreams come true #OwnMonstersU http://t.co/xKH83GUBJo"
"0.3834117940559198","n","o","Where's Perry? On your pumpkin! Free template on the blog & 24 others http://t.co/jejoQdSDek #disney #justgothappier"
"0.38288924506139854","n","p","#WeCantDateIf you don't understand my random outburst of childish happiness. If a new Disney movie is coming out, were watching it."
"0.3828557262165353","n","p","@britneyspears what disney pictures your kids loves the most?...mine #Cars #AskBritneyJean #PerfumeSong"
"0.3807238856285047","n","o","Juro amar Brujillizas #disney #halloween ♥"
"0.3805872971742936","n","p","Will someone please take me to see Frozen when it comes out.? #disney #littlegirlatheart"
"0.37505291446311767","n","o","Disneyland Travel Tips, #MonstersUbluray release, $15 Disney gift card give away...all on Episode 13 of #theDCast. http://t.co/Xc37nsKFKp"
"0.37498392035704237","n","p","Saw Monsters U with my boys this summer. Excited to see it again its out on Digital HD and Blu Ray #ownmonstersu #ad http://t.co/0Hpl3HvFRV"
"0.3674129794361839","n","p","Cannot WAIT 👸👑💖 @danyellbrooke #tangled #disney #imachild"
"0.3674084479597645","n","o","Kristen Bell in Disney's '#Frozen' Extended Preview http://t.co/SWckwNVoST #KristenBell"
"0.3647951339949041","n","n","#ZendayaYouTubeChat do you ever wish you could drop that ""disney girl"" title?"
"0.36086130966139296","n","o","#SelecciónForbes Disney fusionará humor y noticias para hispanos en EU. http://t.co/xNOCYbpHEC #Negocios"
"0.36073167995889655","n","o","Beautiful Disney Cinderella Dress, Size 4, Excellent for Dress Up $20.00 http://t.co/pEFwTYXAQz #costume #clothing"
"0.35914210353051135","n","o","Lil Oishi walking around The Partners Statue at The Walt Disney Studios #liloishi #kawaii… http://t.co/ZyvANI0kYi"
"0.3564256239032762","n","p","Happy 20th Anniversary to the Nightmare Before Christmas! http://t.co/4gbdmJZcXo http://t.co/6Jdf2eW5wp #nightmarebeforechristmas #disney"
"0.35574938704671494","n","o","#TINISTAS: ¡Ya mismo a sintonizar Radio Disney 94.3, “Libre soy” está sonando en la Radio! #FrozenMartina #LibreSoy @RadioDisneyLA"
"0.3542383343981959","n","p","If you love #Disney, you will love these image quotes! #3 Mike from Monster's Inc is so funny! http://t.co/fMGCpsM8W3"
"0.34931920368629965","n","p","My Family❤️ #Disney #mickeysnotsoscaryhalloweenparty http://t.co/z4jsesBtuH"
"0.9471994630938778","o","o","@d_emi_1212 難しい！！(>_<) ショーパレなんかは、キャラに手振りたいし、踊りたいし、写真も撮りたいしで忙しいよね（笑） 写真上手く撮れるようになりたい〜(>_<)"
"0.9419607496390708","o","o","@disney_pon ぽんちゃん、おはよう(^o^)こちらもいいお天気。昨日との温度差に(*_*)今日もよろしくね～(^o^)/"
"0.9283149831857811","o","o","""@NurAyna_Diba: Disney ;) @anis_afiqah98 @syazafarzana3 @Miss_Thila @syeera_86 @fiqzr @JuitaAMH_98 http://t.co/TqDhRlq2Qy"""
"0.9203851660685771","o","o","@Izumisama ビックリしました(^◇^;)私も最終日にエントランスミッキーで参加します＼(^o^)／お会い出来たら嬉しいです(*^^*)"
"0.9117371628174511","o","o","@treasure_r4 めっちゃいやされます(((o(*ﾟ▽ﾟ*)o)))♡♡♡"
"0.8841236593075998","o","o","昨日は、初仮装してきた☆ でも、雨だったから動きにくかったけど(^_^;) ハピネスも初めてみたし、オンハイもピアリから見れたし、楽しい一日でしたん☆ あ、あとオーナメントと携帯クリーナー無事にGETしたよ☆"
"0.8757195792668063","o","o","@EntradaNumerada me lo han pasao, que estaba en el facebook de disney, pero no puedo confirmarlo, porque en el facebook de disney no hay na"
"0.8736601934881794","o","o","Me ha gustado un vídeo de @YouTube (http://t.co/xyKWyqkxpr - Personajes de disney que se paresen alos personajes de ""ICARLY,"
"0.8722812346687495","o","o","なながくれた〜(((o(*ﾟ▽ﾟ*)o))) lou若い〜！ あ〜ほんとありがとう大好き♡ http://t.co/OeO28frvuW"
"0.8698138209417262","o","o","おはようございます(´O｀)♡ 今日から文化祭準備！ 頑張るぞーん(((o(*ﾟ▽ﾟ*)o)))"
"0.8641146493342046","o","p","AHH! What a talent! Love ya girl! @ShoshanaBean in Disney-Style Spell Block Tango! http://t.co/rmpMlfdYpp via @toddyrockstar @PerezHilton"
"0.8579036427200295","o","o","""@______LB: “@CallmeJroc: ""@______LB: What channel is TNT on Comcast?""I think 45” that's Disney channel 😒""lmao its 33"
"0.8576209822092565","o","o","@z_103hr しおりんありがと(；；)♡ これからもよろしくね( ˆoˆ )/ はやくDisney行こうね.｡.:*･'(*ﾟ▽ﾟ*)'･*:.｡."
"0.8542441393721144","o","o","@tobimori_disney 最初、ナタリー姉さんを厳選してたのですが…マリー姉さんの予定地を見て、即決めちゃいましたw 可愛い過ぎます♡ 一緒に住みたい子沢山居ますよね〜本当に枠を増やして欲しいです…(つд`) マリーさんに会えますように♪ 祈ってます♡"
"0.8483696756024185","o","o","@nachiyoooooo ありがとう～！！！(*^o^*)ごめんね…！着いたら地蔵交代するから…！私も競歩でトゥーン向かうから…！！笑 ちなみにどの辺にいる？もう着替えてる？(ﾟωﾟ)"
"0.8472430644312434","o","o","@sa_disney_ki じゃあ何聞いてるのって言われたらちゃんと答える（＾Ｏ＾）笑 明日いんなんだね♪♪私も陸イン(*^m^*)"
"0.8462310752023967","o",,"@ANfxxx え…宮田さんの悪役…！？聴いてみたいです//////// あと先ほどのリプありがとうでした～！楽しみます！！d=(^o^)=b"
"0.841900879214567","o",,"@baseballdaiki51 わかった覚えとく(((o(*ﾟ▽ﾟ*)o))) さっきあったよね？！"
"0.8393917302518832","o",,"@daisy_rcs 私4日にインなんだよね(>_<)だから5日さきに会うために私だけチラッと海インしようかな…。 急いで考えなくてはね(>_<) そうなのか！記念日大事にしてて素敵だね♡うちら大抵1年に1回しか祝わない← 切り絵やったことない！やってみたいー！"
"0.8367146588076511","o",,"@hyphen753 うんうん♡私も狭間wwお誕生月はいつ？ いやいや！私も仮装は今年デビューしたのですよ(￣Д￣)そんな私にとりあえず言えることは、マナーを守って楽しむ♡ってことだけです！ ねー（；＿；）また機会があればお話しよー！私のつい、あの子の出現率高いから気をつけて←"
"0.8334640920029011","o",,"@htm0822 いいんだよー♡ そうなの。今回は全部布から作ったよー(>_<)頑張りました！ 私、不器用だよ!?近くで見ると糸とか出ててホント( ；´Д｀) だからきっと誰にでもできる♡"
"0.8288810079850214","o",,"@Jessie_roundup まじですかー！さりげなく待ってます(笑)インしたらおしえてくださーい(^o^)"
"0.8271644765437624","o",,"@sxmsd 寝てないんですか！まさかのおーるDisneyですか(°_°)ひゃあ！ 楽しんで来てくださいっ( ˆoˆ )/♡♡♡"
"0.8218200598247781","o",,"@RolonMicaela ya llego la cosa de disney sino anda abuscarla , ami ya me la trajieron que ganas de volver te da :("
"0.8203352226541579","o",,"@iki_buki_ 思念波飛ばしたんだよ…。嘘、思念波の代わりにお金飛ばして始発新幹線さwwwほとんど寝てないwwwwww わーいありがとう～(*^o^*)一足お先にハロウィン楽しんでくる～！"
"0.8170006477431838","o",,"@gmg0189 そんな（；＿；）ありがとうございます！ なぜリプ見逃してしまったか考えたんですけど、フォローしてなかったからみたいなので、これを機会にフォローさせてもらいます。よろしくお願いします！ 17日、夕方までいる予定ですよ！その日にお渡しします^ ^"
"0.8137763439346274","o",,"@radiodisney or http://t.co/YYlOH6rG7I. Please request "" Let's Get Tricky"" by @ROSHON and the beautiful @bellathorne ❤️877-870-5678 thx"
"0.810512940476612","o",,"Request ""Lets get tricky"" by @bellathorne & @ROSHON on @radiodisney by going to http://t.co/bZRV1lTsnX 💻 or calling 1-877-870-5678 📞 ❤️🎃"
"0.8032248125103214","o",,"juro que tengo unas ganas de que se pasen YA estas 5 semanas e irme a disney y olvidarme de todo,eso es lo unico que pido"
"0.7898844060876519","o",,"@ooewarabi まじかあああああああ！！！！！GUMIが出てくる前ってかなり前じゃないのかｗｗｗｗｗｗ私は、聞くって言ってもちょうど２年前くらいから聴き始めたからまだまだ新参ですわ＼(^o^)／でも、昔の曲も結構聞くよー＾ｐ＾"
"0.7865066050905059","o",,"おいおい？（笑）学校から大野まで1時間かかったら、うちの最寄り駅まで2時間かかる事になりますけどぉ？ 大野までは30分あれば着きますけど？ 頭大丈夫かよ！！（笑）"
"0.7840716056850835","o",,"Lo que más me gusta de hallowen son las maratones de peliculas que pasan en disney,son lo mas ☺"
"0.7837313348123305","o",,"Creo que 'BRUJILLIZAS' es la peor pelicula de disney despues de 'ABRACADABRA'"
"0.783475550790628","o",,"@Hukaaaa_disney 道行く仮装さん見てるだけで飽きないから、全然大丈夫よ(*´∀｀) トゥーンの、入口の下らへんにいるよ！"
"0.7805254777876811","o",,"@Disney_bknb_ky @eri_gunchu うん、無理だね、無理だね。 えりまじうけぽよ笑 http://t.co/nZoeLw2glO"
"0.7798017208753287","o",,"Al menos 10 audios de mi hermana, y en ninguno de ellos cantandome canciones disney. Sucia polaca, cara de caca .l."
"0.7741885155057924","o",,"How Are Girls Hard To Understand? We Like Taco Bell, Starbucks, Cuddling, Compliments, Naps, Disney movies, Yoga pants, and Shopping(:"
"0.7727675293514161","o",,"東京駅からすでに仮装したちびっこ達が…(*^ω^*) ちびっこの王子さまとか…膝がすり減ってでもかしずきたくなる…っ！！///////"
"0.7724019925602207","o",,"@tosshy_disney Σ_(:3」∠)_ =3 ｵﾊﾖｯ‼︎‼︎"
"0.7709741156266772","o",,"@Juliadidit eles foram pra disney com o jack um tempo atrás mesmo, mas parece q eles tão com roupa diferente olha"
"0.7691253775051112","o",,"@itofushi_000 私も厳選で頑張ったけどマリーお姉さん来ない......orz 私の村に永住予定が8人いるのでピータン、ロボ、クリスチーヌ、ペーター、ジュン以外の住民を引っ越させようか迷っています＞＜"
"0.7682439440463716","o",,": #Dato: Martina además de hacer la versión de la canción de la película de Disney ""Frozen"" en español, también la hará en versión italiana."
"0.7672435952866198","o",,"おはようございます(*^^*)天気いいですねー‼今日インの方、見納めの方、楽しんできて下さい♡"
"0.7630501326118999","o",,"@Yahik092 @AlanOut @6luuu Pregunta, quién piensa que La Princesa y el Sapo es el referente para como tienen que ser Disney a partir de ahora"
"0.762237794872959","o",,"@inecanale @elmoshco el bb, el único vivo que en vez de gastar en disney le saca plata!!"
"0.7620187682917302","o",,"Mira prince de disney @danielamanaure, te necesito y hay dinero de por medio."
"0.7592969181470915","o",,"@Hukaaaa_disney どうやって移動したの!?すげー…お土産はいいよ(*^▽^*)その分楽しんでらっしゃい♪"
"0.7589226450095908","o",,"Tios maravilhosos, brinquedos da Disney, viagens pra Disney todo ano, melhor pai, morar em Londres, etc. ESSA É A VIDA DO(A) BEBÊ FLETCHER"
"0.7576944658672999","o",,"【 ランキング／ ホビー・エトセトラ 第20位 】 RUBIE'S（ルービーズ） DISNEY（ディズニー） コスプレ ピーターパンシリーズ Child Tinkerbell（ティンカーベル） Sサイズ http://t.co/XEC18bjKy2"
"0.7543094957538083","o",,"@goofy_chuuuuu 私グーフィーだと何話していいか分かんないよww チデとは中身のない会話しかしてないよ(>_<) フリグリだから話せない(´･ω･`)"
"0.7540544465468935","o",,"Me gustó un video de @YouTube de @nitanadict0 http://t.co/C0fowkgk8M Demi Lovato - Let It Go (From the movie of Disney: Frozen)"
"0.7518730987323099","o",,"@0ps_narry simmm eu ficaria feliz pode levar violetta, e alguns desenhos novos e tragam a disney boa devolta :'("
"0.7517693960064744","o",,"@_RomeuCafajeste vou sim :( vc ultimamente so anda me tirando parece que nem sou mais sua compania da disney, af."
"0.7512301731532305","o",,"@Hukaaaa_disney 楽しんで!!!!ヾ(⌒(ﾉ*•ω•*)ﾉ♡"
"0.749122530174721","o",,"@FaustoAV @BruniDeLaTanga disney tambien , la bestia se coje a la bella en la pelicula y blancanieves se entangaba para los enanitos"
"0.7476871499040001","o",,"falando em Disney, uma vez, tava falando com a Carolina Neves, e percebi que ela tem os mesmo sonhos que eu, lembro que fiquei mega eletrica"
"0.7440665447747448","o",,"@wtflourry @robstenft1d vcs duas bora casar ter filhos um cachorro uma casa na praia levar as crianças pra disney ME ENGRAVIDEM <3333333333"
"0.7436854055970782","o",,"""@ginnmollyw__rq: Holo soy Ginny y esto es RQ"" -inserte musiquita de propaganda de Disney-"
"0.7435039342133033","o",,"“how are girls hard to understand? We like Taco Bell, Starbucks, cuddling, compliments, naps, disney movies, yoga pants, and shopping” me"
"0.7434547266080721","o",,"@chiAki_dsn ちあきちゃんとがいいの!! だから誘ったんだもん(≧∀≦) チデに会ったら年パ切れるって伝えないとーww 制限かかるとフリグリでお話出来ないから辛い(>_<)"
"0.743322606336529","o",,"hey mais l'ancien disney channel c'est pas les sorciers de waverly place et tout hein c'est lizzie mcguire, phenomen raven, phil du futur..."
"0.7432814284811875","o",,"＜【脈アリ！？】or【脈なし…。】がわかる！⑧つのチェックポイント♪＞ ①誘いをほとんど断られない ②メールが来 ③デートに誘われるる ④傍にいたり、身体が触れることを嫌がらない ⑤？？？？～⑧？？？？残りの４つは！？続きはコチラから⇒http://t.co/IhHekFJfh8"
"0.7424631324841393","o",,"bueeeee, yo no pude participar en el coso de radio disney del perfume y las entradas porque no andaba la pagina y ahora dicen que gano una"
"0.7417411207228125","o",,"ai che tanto sufrimiento por los JB? nunca mas lo pasaron en disney, nunca mas se supo nada de ellos che :|"
"0.7407347038774954","o",,"#50CosasSobreMi siempre quise tirarme de un tobogan de agua , pero de los q salen en la propaganda de disney #SueñoFrustrado ."
"0.7367697823918617","o",,"Disneyの写真見てて思うけど 私が持ってるアリエルTシャツと Disneyでもらったアリエルのサイン ちゃんと同じやねん…（ ; ; ）♡ Disneyは本間に夢壊さへんねぇ。 あ〜ディズニーで働きたい。 http://t.co/hhvi8OXgTj"
"0.7364858897777484","o",,"ここ二日で6時間睡眠じゃ、風邪が治るわけないよね～(__,)/~~"
"0.7351297897621161","o",,"@GiuseCanalla el 31 nos vamos a Disney juntos, todos los de la 6ta, recién me dijo tu vieja me la encontré en la onda."
"0.7337181706133572","o",,"@DDianes RADIO DISNEY http://t.co/1t9NJGQDME RADIO MIX http://t.co/ffDStgGttq ps: o da radio mix vc vai ter que fazer o seu cadastro"
"0.7319458155213893","o",,"Pero esos son los cuentos mágicos de Disney, asumamos nosotras, mujeres, que lo máximo que tendremos es un gordo, soso y grasiento #true"
"0.7315877291754678","o",,"@_costv se podria proyectar el show de Fantasia de Disney y hasta jugar la final de Wimbledon."
"0.7293982812231848","o",,"En radio disney estan pasando un tema que es tipico de cumpleaños de 15 , me re emociona"
"0.7291217281098138","o",,"@solonglibby @_stephwoodall @disney_frump THE WORLD WANTS TO KNOW"
"0.7291217281098138","o",,"@solonglibby @_stephwoodall @disney_frump DID YOU LOVE IT"
"0.728129494820758","o",,"@thiagosancho9 @BruniDeLaTanga :OOOOOOOO estoy llorando, infancia arruinada, aguante disney"
"0.728121951500596","o",,"@Sophie_Weasley9 No, yo queria ser Merida pero Disney me dejo como Bella de la bella y la bestia http://t.co/yyv4fqSLpg"
"0.7253354389273685","o",,"j'ai envie d'aller a disney mais le mec qui me fais rentrer gratuit il est pas encore rentrer :("
"0.7250244578826409","o",,"c trop bien disney jveux y aller :'((("
"0.7247615369465301","o",,"""Quiero ir a los parques de disney, porque ahí los sueños se te hacen realidad"" -Mi hermanito haciéndole propaganda a disney..."
"0.7214656471605846","o",,"Si estás triste sonríe, porque más vale una sonrisa triste, que la tristeza de no verte sonreir. Walt disney"
"0.7194816202445866","o",,"é demais pedir sábado de volta? é demais pedir disney de volta? é demais pedir pra nascer bonita e rica? nao, nao é 💸"
"0.7188931969355022","o",,"Uuh tengo que hacer el tp de historia, fuee Wikipedia copiar - pegar - imprimir y nos vemò en disney Piro"
"0.7182644013804652","o",,"@Stratford1994JD e tipo eu to participando da promo da radio disney e elas ficam ''são uma em um milhão de chances de blabla'' SEM OR"
"0.7160429665212191","o",,"@GinnMollyW__RQ *música de Disney de fondo(?*"
"0.7132922080362212","o",,"@nAriel_disney こんにちは(｡･ω･｡) フォローさせていただきました♡"
"0.7108541618234566","o",,"vai ser uma criança que vai pra disney todo ano e ninguem vai saber quem vai ser o mais criança o pai ou o filho"
"0.7105615892046183","o",,"A Disney deveria fazer uma princesa sem cabelos, para que cada menina no mundo que luta contra o câncer, perceba que também é linda."" :)"
"0.7099930947719179","o",,"That was amazing, You already are a disney Princess. Good Luck. (@YouTube http://t.co/6LsYsoQzI1)"
"0.7090058031296611","o",,"selena no clipe: ''eu sou uma criança da disney.. eles me falam toda o hora o que eu devo fazer.. falam que eu uso pessoas(..)'' </3"
"0.7082837865696493","o",,"@Kidrauhl_Drew_J pareil !!!! J'espere gagnee !!! Putain disney *___*"
"0.7075946246918057","o",,"Aquí mueren, se pelean y desgreñan por boletos p/día de muertos en Xcaret. Yo le tengo TODO el prejuicio, se me hace un show como de Disney."
"0.7028473679208612","o",,"今日はリド(*^^*) オンザシーもないし埋まり遅いねｗ まだ座り見2列目も空いてるよー(･ω･)"
"0.7023483929245704","o",,"@stylescaralho aladim é uma menina, mas a disney escondeu isso de vc"
"0.7020268053286892","o",,"【定期】呼びタメ大歓迎*(^o^)/* Disney好きであれば年下でも呼びタメで全然OKなので気軽にfollow&絡んで下さ～い♡"
"0.7001949282354033","o",,"Meet&Greet con el elenco de #ViolettaEnVivo - Radio Disney Brasil (@RadioDisneyBRA). @TiniStoessel @ViolettaEnVivo. http://t.co/XsWSySUZL7"
"0.6989884402253634","o",,"¡Brendon, Sarah, Spencer & Linda visitaron Disney con amigos! (Entre ellos Jack de ATL) http://t.co/2SdFwYjJAr"
"0.6981566518815638","o",,"@cinelander ¿de dónde ha salido el póster? En la info que pasa Disney a la prensa aún la titula ""Muppets... Wanted"" pero me fío más de ti XD"
"0.6975819150840168","o",,"@Livv_yourlifee @_stephwoodall @disney_frump I truly have no idea, must ask the professionals!"
"0.69554777898187","o",,"@mafiamika kkk cara eu nunca vou esquecer que eu podia te conhecer la na disney, q porra"
"0.695397797712561","o",,"@sofiasu123 @jime_ferran los re vimo en disney chabonas yo te queria jime o mejor dichio JIMENA FERRAN"
"0.694849091700624","o",,"【定期：Disneyについて】年パス持ちですがインはそれほど多くないかも。イン友さんは今のところ募集してませんが、ミート大歓迎です＼(*^ ^*)／イン日かぶったら是非よろしくお願いします♪"
"0.6943266955149981","o",,"15 terribles lecciones de amor que aprendimos de las princesas de Disney http://t.co/rJHkybhqui"
"0.6941579302632183","o",,"@solonglibby @_stephwoodall @disney_frump what is school bread? Like what does it consist of lol? It looks delicious"
"0.6941056461885986","o",,"Disney Halloween with Mari🎃💕いっぱい走っていっぱい食べていっぱい笑った！新作の可愛いカチューシャ買えたしミキミニのハロウィンのペア買えたし最高に充実した4時間でした(*^o^*)♡♡まり大好きありがとう🌸 http://t.co/6I0ZBdXWTT"
"0.6937371961818595","o",,"“@asyasya7: “@disney_yeah: 全力でスペインについて調べてますin地下鉄” 全力でチャイナについて調べてましたが挫折しましたin電車” 朝からカレーを食べ完食しましたin自宅 http://t.co/w2KWdFCd2J"
"0.693515041835127","o",,"@msouza3d Você está correto, é ruim lá fora. Os estúdios de cinema, WB, Disney, 20th Century, toda a força #vfx para perseguir subsídios gov"
"0.693488906956257","o",,"今日の講義が少し遅めで良かった(・・;)いつもならあと1分ではじまるもんね(・・;)"
"0.6894459114908094","o",,"「アラジン」に投票しました － ディズニープリンセス作品投票開催！あなたの思い出に残るプリンセス作品に投票しよう。投票期間：10/23（水）～11/21（木） http://t.co/LAlUYSyKTK"
"0.6892714640046617","o",,"@Disney_DB ほのかが、れなたんれなたん言ってるからずっと逢ってみたいな~って思ってたの(笑)"
"0.6892105364686449","o",,"@YUGUpro あ、そうか、この日か、忘れてた"
"0.6879283043002299","o",,"listening to disney pandora 😍 @Its_raining_jen @CASE_adillaaa @sweetsweetMG"
"0.6864537216489013","o",,"@mxxn_disney こいや〜(￣Д￣)ﾉ"
"0.6845192127257731","o",,"ah mierda no tengo difraz pal aniversario, ire con mi ropa y dire que soy un rapero de disney weon jajajaja"
"0.6836618690776955","o",,"Photo: audreyii-fic: becausesometimesdreamsdocometrue: disney-tasthic: gastalicious-definition:... http://t.co/AjiyHrOgpB"
"0.6812123622325336","o",,"@Pow_Thamara @juu_disney autsss"
"0.6802818598582876","o",,"Man, @jplus_theent is one talented kid! @Disney @nickelodeontv where yall at?! http://t.co/yoJm4C5KOE"
"0.6799350413748755","o",,"@pyonpyon_612 ドナルドダック DISNEY モコ×2 COLLECTION　(´・ω・｀)"
"0.6793893994399299","o",,"@mmmop__ わたしなんかみゆきちのこと大大大好き！！！ 土日でインできる日があったら教えて欲しいなー♡ ミートでもいいし♡"
"0.6790048319079021","o",,"@ai52disney まじか(Ｔ＿Ｔ)残念(Ｔ＿Ｔ)"
"0.6774238017390376","o",,"Para todos los fanáticos de Walt Disney, les presentamos un nuevo clip de Frozen: Una Aventura Congelada!!!... http://t.co/mpxBJ1DxXj"
"0.6756575860658444","o",,"Tô tão encolhida na cama , que se me colocar em uma mala de viajem e me levar a Disney fico melhor , Obg Dnada kkkkkkkkk"
"0.674951595579998","o",,"５月２９日のディズニーキャラクターは．．． 『フリット』（ポカホンタス） いるだけで友達を元気にできる人。面倒見が良い。熱狂的だけど、心配性な面も。 http://t.co/8BltLrcFrf"
"0.6744074643722449","o",,"#Disney Dog with a Blog items sign by @G_Hannelius @BlakeMichael14 @Reganburns @bethlittleford & @ImTheFrancescaC https://t.co/aCXMrdElul"
"0.6723010987773513","o",,"【Ｄｉｓｎｅｙフランケンウィニー】ノートＢ５（チラシ） | (￥210円)マイシティーサーチ http://t.co/4yofHV95z0 【新キャラクター登場】【12/15映画公開】 〔ディズニーキャラクター☆FRANKENWEENIE〕みんな大好き"
"0.6721048222511098","o",,"meu ídolo não precisou da disney, só de um violão e uma escada"
"0.6711760668441873","o",,"eu e um parente próximo da helo, na disney. adoro!! @heloisahonein http://t.co/lpUWp71YvA"
"0.6710934437292619","o",,"@lxrryfcks osea son imagenes de disney y eso no me bulees"
"0.6706055026032526","o",,"Amo ver vídeos de YT bonito que hacen llorar como la niña que va ir por su cumple a Disney o graciosos como pero que tiran a niños los AMO !"
"0.6704667096664297","o",,"Listo valen asi quedamos, a la gilada ni kabida(no me acuerdo como.sigue) ENE VE EN.DISNEY"
"0.6697639732596051","o",,"Imagina o filho do Tom já pré adolescente e o Tom chamando ele pra disney e ele ""pai, já chega"""
"0.6680631116417881","o",,"@plsmartina tipo mais ou menos mas conheço assim as musicas e um pouca de sua historia e VOCÊ FOI PRA DISNEY #mortadeinveja"
"0.6677905197531335","o",,"PRO ART DISNEY FULL WALL &amp; MINI MURALS LION KING PRIDE ROCK (ASS SIZES) http://t.co/532UOBpRc3"
"0.6669602684605892","o",,"到着！ (@ ディズニー アンバサダーホテル (Disney Ambassador Hotel)) http://t.co/5Oo5dnm9i4"
"0.6659623729551509","o",,"Todos hablan de ley de medios, lo único que veo en la tele es Disney Junior! ☑"
"0.6654763011549233","o",,"@MarcelaMassari sebastião no filme da disney tem sotaque jamaicano, talvez seja ele msm http://t.co/ZAYwgaixiF"
"0.6651595164757226","o",,"Que daño han hecho las peliculas de amor...sino tienen complejo de princesa disney se creen que su relacion va a ser como en titanic..."
"0.6650979504497138","o",,"@RodryMad Yo echo en falta un poco más de crudeza del cómic. No sé si la compra de Marvel por Disney tuvo que ver."
